iter	Passed	Remaining
568	524264	397114
569	524805	395905
570	525382	394727
571	526217	393743
572	527155	392836
573	527890	391779
574	528807	390857
575	529632	389868
576	530360	388808
577	531397	387975
578	532146	386932
579	532778	385805
580	533406	384677
581	534255	383709
582	535071	382718
583	535839	381693
584	536514	380604
585	537214	379533
586	537876	378437
587	538723	377473
588	539354	376357
589	540010	375261
590	540857	374298
591	541494	373192
592	542147	372097
593	542736	370961
594	543280	369795
595	543836	368640
596	544356	367463
597	544882	366292
598	545416	365128
599	545939	363959
600	546488	362810
601	547011	361645
602	547542	360487
603	548088	359342
604	548630	358196
605	549154	357041
606	549743	355929
607	550337	354822
608	550913	353706
609	551484	352588
610	552010	351443
611	552544	350305
612	553072	349166
613	553607	348033
614	554135	346897
615	554674	345771
616	555227	344655
617	555768	343533
618	556309	342413
619	556836	341286
620	557389	340178
621	557920	339057
622	558468	337949
623	559030	336851
624	559578	335746
625	560136	334650
626	560693	333554
627	561241	332455
628	561809	331369
629	562353	330270
630	562892	329171
631	563441	328079
632	563998	326994
633	564632	325955
634	565256	324911
635	565937	323901
636	566772	322980
637	567455	321973
638	568075	320931
639	568762	319928
640	569435	318919
641	570125	317920
642	570788	316907
643	571451	315895
644	572080	314865
645	572720	313843
646	573334	312808
647	573960	311780
648	574616	310770
649	575232	309740
650	575850	308712
651	576448	307674
652	577027	306628
653	577573	305566
654	578110	304501
655	578717	303473
656	579303	302436
657	579899	301406
658	580473	300366
659	581008	299307
660	581557	298257
661	582131	297221
662	582696	296182
663	583219	295122
664	583746	294068
665	584266	293010
666	584821	291972
667	585365	290930
668	585960	289914
669	586588	288916
670	587171	287897
671	587926	286964
672	588724	286051
673	589372	285067
674	589969	284059
675	590568	283053
676	591153	282042
677	591730	281028
678	592319	280021
679	592906	279014
680	593481	278003
681	594066	276998
682	594716	276024
683	595395	275065
684	596146	274140
685	597031	273276
686	597708	272318
687	598336	271338
688	598932	270345
689	599533	269355
690	600182	268388
691	600782	267400
692	601380	266412
693	601968	265421
694	602614	264456
695	603367	263539
696	604147	262635
697	604767	261661
698	605402	260695
699	606059	259739
700	606620	258743
701	607228	257769
702	607799	256780
703	608346	255781
704	608940	254804
705	609518	253821
706	610082	252834
707	610655	251852
708	611242	250876
709	611875	249920
710	612517	248969
711	613199	248035
712	613757	247052
713	614334	246077
714	614898	245099
715	615456	244119
716	616008	243138
717	616600	242174
718	617220	241222
719	617791	240252
720	618360	239282
721	618922	238310
722	619510	237350
723	620075	236382
724	620621	235408
725	621193	234444
726	621750	233477
727	622313	232512
728	622877	231549
729	623521	230617
730	624185	229693
731	624837	228765
732	625709	227918
733	626420	227013
734	627079	226089
735	627722	225161
736	628328	224220
737	629009	223307
738	629657	222382
739	630284	221451
740	630858	220502
741	631508	219581
742	632142	218654
743	632801	217738
744	633463	216823
745	634121	215907
746	634762	214986
747	635413	214069
748	636144	213180
749	636896	212298
750	637568	211391
751	638816	210673
752	639996	209932
753	641155	209183
754	642425	208469
755	643713	207759
756	644992	207045
757	646115	206279
758	647254	205518
759	648420	204764
760	649554	203999
761	650660	203224
762	651923	202497
763	653069	201733
764	654199	200963
765	655375	200206
766	656527	199440
767	657630	198659
768	658728	197875
769	659931	197122
770	661092	196355
771	662270	195592
772	663594	194871
773	664858	194131
774	666049	193369
775	667297	192622
776	668508	191862
777	669664	191086
778	670859	190320
779	672095	189565
780	673304	188801
781	674601	188060
782	675910	187321
783	677111	186551
784	678355	185791
785	679626	185038
786	680814	184261
787	682008	183484
788	683181	182701
789	684350	181915
790	685512	181127
791	686759	180361
792	687931	179573
793	689151	178797
794	690376	178021
795	691561	177234
796	692737	176443
797	694130	175707
798	695449	174950
799	696561	174140
800	697186	173208
801	697843	172285
802	698514	171366
803	699075	170421
804	699674	169486
805	700239	168543
806	700850	167613
807	701392	166667
808	701991	165735
809	702586	164804
810	703180	163873
811	703760	162939
812	704333	162005
813	704886	161067
814	705448	160132
815	705992	159194
816	706547	158259
817	707110	157327
818	707695	156401
819	708336	155488
820	708888	154556
821	709446	153627
822	709998	152697
823	710554	151768
824	711104	150840
825	711745	149931
826	712338	149014
827	712936	148097
828	713508	147177
829	714113	146264
830	714692	145346
831	715252	144425
832	715809	143505
833	716467	142606
834	717075	141697
835	717628	140778
836	718202	139865
837	718780	138952
838	719366	138042
839	719965	137136
840	720519	136221
841	721085	135310
842	722145	134492
843	723382	133705
844	724609	132916
845	725916	132140
846	727210	131361
847	728391	130560
848	729579	129760
849	730763	128958
850	732045	128172
851	733255	127373
852	734192	126525
853	734832	125627
854	735483	124731
855	736125	123834
856	736776	122939
857	737379	122037
858	738040	121145
859	738702	120253
860	739328	119357
861	740044	118475
862	740752	117593
863	741350	116694
864	741940	115794
865	742521	114893
866	743111	113995
867	743699	113097
868	744278	112198
869	744892	111305
870	745513	110414
871	746127	109523
872	746724	108630
873	747373	107744
874	747979	106854
875	748600	105966
876	749216	105078
877	749979	104211
878	750680	103335
879	751393	102462
880	751991	101574
881	752584	100685
882	753147	99794
883	753748	98908
884	754322	98019
885	754904	97132
886	755476	96244
887	756064	95359
888	756624	94471
889	757177	93583
890	757794	92704
891	758392	91823
892	759079	90953
893	759659	90071
894	760290	89196
895	760957	88325
896	761574	87449
897	762155	86570
898	762752	85693
899	763327	84814
900	763886	83934
901	764466	83057
902	765164	82193
903	765817	81325
904	766499	80461
905	767271	79606
906	767984	78745
907	768750	77891
908	769574	77042
909	770384	76191
910	771168	75339
911	771893	74480
912	772631	73624
913	773468	72777
914	774057	71906
915	774640	71036
916	775451	70188
917	776181	69332
918	776966	68481
919	777616	67618
920	778223	66753
921	778825	65887
922	779673	65043
923	780348	64184
924	780949	63320
925	781565	62457
926	782153	61593
927	782737	60729
928	783335	59867
929	783975	59008
930	784616	58150
931	785345	57299
932	785925	56438
933	786523	55578
934	787071	54716
935	787647	53856
936	788250	52998
937	788801	52138
938	789436	51283
939	790134	50434
940	790832	49584
941	791635	48741
942	792367	47894
943	793030	47044
944	793650	46191
945	794243	45337
946	794856	44485
947	795477	43633
948	796072	42781
949	796705	41931
950	797307	41081
951	797936	40232
952	798548	39382
953	799148	38533
954	799752	37684
955	800385	36837
956	801102	35995
957	801735	35149
958	802335	34302
959	802933	33455
960	803534	32609
961	804159	31765
962	804793	30921
963	805426	30078
964	806056	29235
965	806672	28392
966	807392	27553
967	808171	26716
968	808898	25878
969	809684	25041
970	810323	24201
971	811036	23363
972	811746	22525
973	812429	21687
974	813117	20849
975	813817	20011
976	814546	19175
977	815323	18340
978	816125	17506
979	816811	16669
980	817676	15836
981	818473	15002
982	819143	14166
983	819873	13331
984	820577	12496
985	821254	11660
986	821968	10826
987	822670	9991
988	823269	9156
989	823838	8321
990	824481	7487
991	825124	6654
992	825834	5821
993	826468	4988
994	827135	4156
995	827788	3324
996	828463	2492
997	829342	1662
998	830196	831
999	831265	0
