iter	Logloss
895	0.2365910856
896	0.2363449762
897	0.2362084385
898	0.2360342311
899	0.2358281245
900	0.2357205486
901	0.2355626535
902	0.2353776774
903	0.2352248844
904	0.2350630594
905	0.2349130794
906	0.2346967798
907	0.2345356929
908	0.2343217317
909	0.2341994479
910	0.2340862606
911	0.2339311011
912	0.2338070105
913	0.2335756309
914	0.2334213721
915	0.2333007429
916	0.2331201263
917	0.2329438946
918	0.2328185958
919	0.2327186216
920	0.232558414
921	0.2324288711
922	0.2322613497
923	0.2321039498
924	0.2320129619
925	0.2318513137
926	0.231702254
927	0.2315422465
928	0.2313469682
929	0.2311968131
930	0.2310299783
931	0.2308135429
932	0.230730865
933	0.2305713769
934	0.2304637789
935	0.2303679849
936	0.2301420181
937	0.2300263837
938	0.229823184
939	0.2296616461
940	0.2295320396
941	0.2293794139
942	0.2292437279
943	0.2291569693
944	0.2289955955
945	0.228913097
946	0.2286738791
947	0.2284750972
948	0.2282746936
949	0.2280227913
950	0.2279039692
951	0.2277289021
952	0.2275884517
953	0.2274424948
954	0.2272864659
955	0.2270594667
956	0.2269441969
957	0.2267564813
958	0.2266352156
959	0.2264831755
960	0.2263833193
961	0.2262693106
962	0.2261315462
963	0.2259406835
964	0.2258179181
965	0.2256196196
966	0.2255398215
967	0.2254233766
968	0.2252623624
969	0.2251325001
970	0.2250269791
971	0.2249123417
972	0.2247990661
973	0.2246419017
974	0.224433798
975	0.2242089815
976	0.2241226859
977	0.2239538932
978	0.223741961
979	0.2236193035
980	0.2234562131
981	0.2233440827
982	0.2231997895
983	0.223046646
984	0.222867795
985	0.2227395157
986	0.2225841758
987	0.2225026374
988	0.2223186815
989	0.22223992
990	0.2220720656
991	0.2218750413
992	0.2217068546
993	0.2215651092
994	0.2214504264
995	0.2212463231
996	0.2210744127
997	0.2209346092
998	0.2208146033
999	0.220594219
